"","authors","citation","citationHtml","contacts","createdAt","description","fileCount","global_id","identifier_of_dataverse","keywords","majorVersion","minorVersion","name","name_of_dataverse","published_at","publisher","storageIdentifier","subjects","type","updatedAt","url","versionId","versionState"
"244","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 Teen Poll, Study no. 9057"", https://hdl.handle.net/1902.29/D-16230, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 Teen Poll, Study no. 9057"", <a href=""https://hdl.handle.net/1902.29/D-16230"" target=""_blank"">https://hdl.handle.net/1902.29/D-16230</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:37:05Z","This survey sought to find out how teenagers and high school students felt about a variety of issues which included: U.S. problems, war, relationships with parents, school, and satisfaction with life","4","hdl:1902.29/D-16230","odum","c(""Teenage curfews"", ""Teenage dating"", ""Discipline"", ""Entertainment"", ""Favorite subjects"", ""Plans after graduating"")","NA","NA","USA TODAY 1985 Teen Poll, Study no. 9057","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16230","list()","dataset","2020-02-12T17:37:05Z","https://hdl.handle.net/1902.29/D-16230","183456","RELEASED"
"245","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 Well Being Index, Study no. 9052"", https://hdl.handle.net/1902.29/D-16227, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 Well Being Index, Study no. 9052"", <a href=""https://hdl.handle.net/1902.29/D-16227"" target=""_blank"">https://hdl.handle.net/1902.29/D-16227</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:36:59Z","This survey asked respondents about their experiences over the last year in the areas of finance, health, family life, social life and the degree of satisfaction in these areas","4","hdl:1902.29/D-16227","odum","c(""Job satisfaction"", ""Crime"", ""Safety"", ""Friendship"", ""Federal government"", ""State government"")","NA","NA","USA TODAY 1985 Well Being Index, Study no. 9052","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16227","list()","dataset","2020-02-12T17:36:59Z","https://hdl.handle.net/1902.29/D-16227","183453","RELEASED"
"246","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 Well-being Poll, Study no. 9036"", https://hdl.handle.net/1902.29/D-16160, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 Well-being Poll, Study no. 9036"", <a href=""https://hdl.handle.net/1902.29/D-16160"" target=""_blank"">https://hdl.handle.net/1902.29/D-16160</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:34:33Z","This survey asked respondents about their experiences over the last year in the areas of finance, health, family life, social life and about their satisfaction in these areas","4","hdl:1902.29/D-16160","odum","c(""Job satisfaction"", ""Crime"", ""Safety"", ""Friendship"", ""Federal government"", ""State government"")","NA","NA","USA TODAY 1985 Well-being Poll, Study no. 9036","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16160","list()","dataset","2020-02-12T17:34:33Z","https://hdl.handle.net/1902.29/D-16160","183386","RELEASED"
"247","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 Well-being Poll, Study no. 9065"", https://hdl.handle.net/1902.29/D-16234, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1985 Well-being Poll, Study no. 9065"", <a href=""https://hdl.handle.net/1902.29/D-16234"" target=""_blank"">https://hdl.handle.net/1902.29/D-16234</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:37:14Z","This survey asked respondents about their experiences over the last year in the areas of finance, health, family life, social life and about their degree of satisfaction in these areas, and national and international news","4","hdl:1902.29/D-16234","odum","c(""Job satisfaction"", ""Crime"", ""Taxes"", ""United States--Foreign relations--Nicaragua"")","NA","NA","USA TODAY 1985 Well-being Poll, Study no. 9065","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16234","list()","dataset","2020-02-12T17:37:14Z","https://hdl.handle.net/1902.29/D-16234","183460","RELEASED"
"248","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Air Travel Poll, Study no. J9163"", https://hdl.handle.net/1902.29/D-16156, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Air Travel Poll, Study no. J9163"", <a href=""https://hdl.handle.net/1902.29/D-16156"" target=""_blank"">https://hdl.handle.net/1902.29/D-16156</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:34:24Z","In this telephone survey respondents were asked to rate airports and list the factors in choosing airlines. Questions were also asked about airline safety","4","hdl:1902.29/D-16156","odum","c(""People's Express"", ""Terrorism"", ""Frequent flyer points"", ""Air fares"")","NA","NA","USA TODAY 1986 Air Travel Poll, Study no. J9163","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16156","list()","dataset","2020-02-12T17:34:24Z","https://hdl.handle.net/1902.29/D-16156","183382","RELEASED"
"249","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 College Study Poll, Study no. 9116"", https://hdl.handle.net/1902.29/D-16151, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 College Study Poll, Study no. 9116"", <a href=""https://hdl.handle.net/1902.29/D-16151"" target=""_blank"">https://hdl.handle.net/1902.29/D-16151</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:34:13Z","This survey asked college students about sexual experiences, college life, current issues, personal habits, family relations, career and job goals, and leisure life","4","hdl:1902.29/D-16151","odum","c(""Social life"", ""Drugs"", ""Sports"", ""Homosexuality"", ""Race relations"", ""Politics"")","NA","NA","USA TODAY 1986 College Study Poll, Study no. 9116","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16151","list()","dataset","2020-02-12T17:34:13Z","https://hdl.handle.net/1902.29/D-16151","183377","RELEASED"
"250","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Drug Poll, Study no. 9119"", https://hdl.handle.net/1902.29/D-16123, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Drug Poll, Study no. 9119"", <a href=""https://hdl.handle.net/1902.29/D-16123"" target=""_blank"">https://hdl.handle.net/1902.29/D-16123</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:33:12Z","This telephone survey polled respondent's feelings about mandatory drug testing vs the right to privacy. Questions were asked about drug testing among federal employees, private businesses, athletes and people in certain occupations. Additional questions were asked about the penalties that should be imposed on drug violators","4","hdl:1902.29/D-16123","odum","c(""Drug policy"", ""Substance abuse"", ""Illegal drugs"")","NA","NA","USA TODAY 1986 Drug Poll, Study no. 9119","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16123","list()","dataset","2020-02-12T17:33:12Z","https://hdl.handle.net/1902.29/D-16123","183349","RELEASED"
"251","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Elderly Poll, Study no. 9188"", https://hdl.handle.net/1902.29/D-16137, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Elderly Poll, Study no. 9188"", <a href=""https://hdl.handle.net/1902.29/D-16137"" target=""_blank"">https://hdl.handle.net/1902.29/D-16137</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:33:42Z","This survey dealt with people's attitudes about aging and the types of lifestyles lead by people over 65 years old.","4","hdl:1902.29/D-16137","odum","c(""Elderly"", ""Senior citizens"", ""Health"", ""Leisure activities"", ""Retirement"")","NA","NA","USA TODAY 1986 Elderly Poll, Study no. 9188","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16137","list()","dataset","2020-02-12T17:33:42Z","https://hdl.handle.net/1902.29/D-16137","183363","RELEASED"
"252","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Fathers Day Poll, Study no. 9144"", https://hdl.handle.net/1902.29/D-19906, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Fathers Day Poll, Study no. 9144"", <a href=""https://hdl.handle.net/1902.29/D-19906"" target=""_blank"">https://hdl.handle.net/1902.29/D-19906</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:40:57Z","In this telephone survey, adult male respondents were asked their opinions about parenting, child custody, and teenage children. NOTES.TIME","4","hdl:1902.29/D-19906","odum","c(""Children"", ""Parenting"", ""Child custody"")","NA","NA","USA TODAY 1986 Fathers Day Poll, Study no. 9144","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-19906","list()","dataset","2020-02-12T17:40:57Z","https://hdl.handle.net/1902.29/D-19906","183562","RELEASED"
"253","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Florida Election Poll, Study no. 9186"", https://hdl.handle.net/1902.29/D-16107, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Florida Election Poll, Study no. 9186"", <a href=""https://hdl.handle.net/1902.29/D-16107"" target=""_blank"">https://hdl.handle.net/1902.29/D-16107</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:32:35Z","This telephone survey focuses on the November 1986 Florida General Election. Respondents were asked questions about their likelihood to vote, party affiliation, and their choices for Republican and Democratic candidates. Respondents were also asked whether or not the favored casino gambling, a state-wide lottery, and a reduction in the homestead exemption","4","hdl:1902.29/D-16107","odum","c(""Senatorial candidates"", ""Gubernatorial candidates"", ""Elections"")","NA","NA","USA TODAY 1986 Florida Election Poll, Study no. 9186","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16107","list()","dataset","2020-02-12T17:32:35Z","https://hdl.handle.net/1902.29/D-16107","183333","RELEASED"
"254","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 INC. 500 Poll, Study no. 9113"", https://hdl.handle.net/1902.29/D-16238, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 INC. 500 Poll, Study no. 9113"", <a href=""https://hdl.handle.net/1902.29/D-16238"" target=""_blank"">https://hdl.handle.net/1902.29/D-16238</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:37:23Z","This survey focused on accomplishments of INC. 500 members. Issues covered were equity and capital, experiences in managing a business, experience prior to starting or joining INC. 500, personal habits and style of members, plans for the firm, evaluating company's progress, personal background, family background, and lessons from the past","4","hdl:1902.29/D-16238","odum","c(""Corporations"", ""Finance"", ""Business firm"", ""Business ventures"", ""Entrepreneurship"")","NA","NA","USA TODAY 1986 INC. 500 Poll, Study no. 9113","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16238","list()","dataset","2020-02-12T17:37:23Z","https://hdl.handle.net/1902.29/D-16238","183464","RELEASED"
"255","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Libya Poll, Study no. 9124"", https://hdl.handle.net/1902.29/D-16150, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Libya Poll, Study no. 9124"", <a href=""https://hdl.handle.net/1902.29/D-16150"" target=""_blank"">https://hdl.handle.net/1902.29/D-16150</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:34:11Z","This survey focused on respondents' reactions to the recent Libyan attack of U.S. planes and the type of action they thought the U.S. should take this type of situation. Additional questions were asked about military aid to the Contras in Nicaragua","4","hdl:1902.29/D-16150","odum","c(""Foreign policy"", ""United States--Relations--Soviet Union"", ""Terrorism"")","NA","NA","USA TODAY 1986 Libya Poll, Study no. 9124","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16150","list()","dataset","2020-02-12T17:34:11Z","https://hdl.handle.net/1902.29/D-16150","183376","RELEASED"
"256","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Occult/Lying Poll, Study no. 4004"", https://hdl.handle.net/1902.29/D-16153, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Occult/Lying Poll, Study no. 4004"", <a href=""https://hdl.handle.net/1902.29/D-16153"" target=""_blank"">https://hdl.handle.net/1902.29/D-16153</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:34:18Z","This survey asked respondents about their belief in extra-terrestrial beings, reincarnation, and mediums. Additional questions were asked about lying","4","hdl:1902.29/D-16153","odum","c(""Unidentified flying objects"", ""Unidentified flying objects"", ""Life after death"", ""Occult"")","NA","NA","USA TODAY 1986 Occult/Lying Poll, Study no. 4004","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16153","list()","dataset","2020-02-12T17:34:18Z","https://hdl.handle.net/1902.29/D-16153","183379","RELEASED"
"257","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Religion Poll, Study no. 9171"", https://hdl.handle.net/1902.29/D-16140, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Religion Poll, Study no. 9171"", <a href=""https://hdl.handle.net/1902.29/D-16140"" target=""_blank"">https://hdl.handle.net/1902.29/D-16140</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:33:49Z","This telephone survey questioned respondents about religious beliefs and practices and the importance of religion in their lives","4","hdl:1902.29/D-16140","odum","c(""Church attendance"", ""Religious worship"", ""Life after death"")","NA","NA","USA TODAY 1986 Religion Poll, Study no. 9171","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16140","list()","dataset","2020-02-12T17:33:49Z","https://hdl.handle.net/1902.29/D-16140","183366","RELEASED"
"258","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Shuttle Disaster Poll, Study no. 9111"", https://hdl.handle.net/1902.29/D-16237, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Shuttle Disaster Poll, Study no. 9111"", <a href=""https://hdl.handle.net/1902.29/D-16237"" target=""_blank"">https://hdl.handle.net/1902.29/D-16237</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:37:21Z","This survey focused on reactions to the explosion of the space shuttle, Challenger. Questions included: the future of the Shuttle Program, civilian participation in the program, and the discussion of the disaster with children","4","hdl:1902.29/D-16237","odum","c(""NASA"", ""McAuliff, Christa"", ""Space travel"")","NA","NA","USA TODAY 1986 Shuttle Disaster Poll, Study no. 9111","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16237","list()","dataset","2020-02-12T17:37:21Z","https://hdl.handle.net/1902.29/D-16237","183463","RELEASED"
"259","c(""G. S. Black"", ""USA Today Newspaper"")","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Soviet Union Nuclear Disaster/Libya Poll, Study no. 9133"", https://hdl.handle.net/1902.29/D-16106, UNC Dataverse","G. S. Black; USA Today Newspaper, 2007, ""USA TODAY 1986 Soviet Union Nuclear Disaster/Libya Poll, Study no. 9133"", <a href=""https://hdl.handle.net/1902.29/D-16106"" target=""_blank"">https://hdl.handle.net/1902.29/D-16106</a>, UNC Dataverse","list(name = """", affiliation = """")","2020-02-12T17:32:32Z","In this telephone survey respondents were asked their opinions about the safety and continuation of nuclear power plants following the Soviet Union nuclear power plant disaster. Additional questions were asked about the U.S. bombing of Libya, possibility of resulting war, and lack of European allies' intervention","4","hdl:1902.29/D-16106","odum","c(""Nuclear safety"", ""Military"", ""Terrorist action"", ""Khadafy, Moammar"")","NA","NA","USA TODAY 1986 Soviet Union Nuclear Disaster/Libya Poll, Study no. 9133","ODUM Harvested  Dataverse","2020-01-22T07:00:58Z","ODUM Harvested  Dataverse","s3://1902.29/D-16106","list()","dataset","2020-02-12T17:32:32Z","https://hdl.handle.net/1902.29/D-16106","183332","RELEASED"
